ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10,Annotator 11
1164,暴力,柔软,adjectives,0,0,0,0,0,0,0,0,0,0,0
1165,粗暴,冷淡,adjectives,0,0,0,1,0,0,0,0,0,0,0
1166,不昂贵,便宜,adjectives,4,0,4,4,4,5,4,4,6,3,5
1167,闻名,国民,adjectives,0,0,0,0,0,0,0,0,0,0,0
1168,无礼,批评,adjectives,0,1,0,1,2,3,0,0,0,0,0
1169,笨,聪慧,adjectives,0,0,0,2,0,0,0,0,0,0,0
1170,灵活,活动,adjectives,0,2,0,0,0,2,0,0,0,1,0
1171,贫穷,自豪,adjectives,0,0,0,1,0,0,0,0,0,0,0
1172,害羞,昂贵,adjectives,0,0,0,0,0,0,0,0,0,0,0
1173,生病,疯,adjectives,0,3,0,1,0,6,0,0,0,0,0
1174,现代,古老,adjectives,0,0,0,0,0,0,0,0,0,0,0
1175,怪诞,奇怪,adjectives,4,6,5,5,4,6,4,3,5,3,6
1176,诚实,内疚,adjectives,0,0,0,1,0,0,0,0,0,0,0
1177,笨,愚笨,adjectives,5,6,6,6,4,5,6,6,6,5,6
1178,第五,最佳,adjectives,0,0,0,1,0,0,0,0,0,0,0
1179,坏,内疚,adjectives,0,0,0,1,0,0,0,0,0,0,0
1180,珍贵,神圣,adjectives,0,2,0,4,4,4,0,0,0,2,0
1181,瘦,苗条,adjectives,4,6,6,5,3,5,3,5,5,2,5
1182,清洁,一尘不染,adjectives,0,5,5,6,5,4,6,5,6,6,6
1183,私人的,公共的,adjectives,0,0,0,2,0,0,0,0,0,0,0
1184,尖,钝,adjectives,0,0,0,2,0,0,0,0,0,0,0
1185,严肃,有趣,adjectives,0,0,0,0,0,0,0,0,0,0,0
1186,强大,强大,adjectives,5,3,5,4,4,5,5,5,4,4,4
1187,新,古老,adjectives,0,0,0,2,0,0,0,0,0,0,0
1188,珍贵,懒,adjectives,0,0,0,1,0,0,0,0,0,0,0
1189,无形,不定形,adjectives,0,0,6,6,3,3,2,2,1,3,3
1190,坏,不道德,adjectives,0,5,1,4,5,0,2,5,3,4,2
1191,理性的,清醒,adjectives,0,3,4,5,5,4,3,5,4,4,5
1192,大,宽广,adjectives,0,3,5,5,4,0,3,3,4,4,5
1193,关键,重要,adjectives,3,6,6,5,4,5,5,5,5,4,4
1194,精彩,极好,adjectives,0,5,5,4,3,5,5,5,4,1,4
1195,奇怪,古怪,adjectives,6,5,5,5,6,6,5,5,6,6,5
1196,开心,疯狂,adjectives,0,0,0,3,0,4,2,0,0,1,0
1197,闻名,流行,adjectives,1,4,5,5,4,4,4,3,2,5,3
1198,弯曲,扭曲,adjectives,1,6,4,3,3,5,0,3,5,3,5
1199,必须,重要,adjectives,4,4,4,4,3,6,2,2,4,5,4
1200,婚外,不可說出口的,adjectives,0,0,0,3,0,6,0,3,3,3,1
1201,坚强,自豪,adjectives,0,2,0,0,0,0,0,0,0,2,2
1202,开心,年轻,adjectives,0,0,0,1,0,0,0,0,0,0,0
1203,完成,完结,adjectives,6,5,3,6,5,4,6,6,4,4,5
1204,笨,傻,adjectives,5,6,5,5,5,5,6,6,6,4,5
1205,次要,重大,adjectives,0,0,0,2,0,0,0,0,0,0,0
1206,脏,非常好,adjectives,0,0,0,0,0,0,0,0,0,0,0
1207,满载,沉重,adjectives,0,3,0,1,1,0,0,0,0,1,2
1208,孤独,贫穷,adjectives,0,0,0,0,0,3,0,0,0,0,0
1209,其他,相反,adjectives,0,0,0,0,0,0,0,0,0,3,0
1210,羞耻,心烦,adjectives,0,2,0,1,0,0,0,0,0,0,0
1211,显然,明显,adjectives,5,6,6,5,5,4,4,6,5,4,4
1212,大规模,天文,adjectives,0,0,0,0,0,0,0,0,0,1,0
1213,异国情调,稀有,adjectives,0,0,0,0,0,0,0,0,0,0,0
1214,开朗,友好,adjectives,0,3,0,2,2,2,0,0,0,2,2
1215,焦躁不安,年轻,adjectives,0,0,0,0,0,0,0,0,0,0,0
1216,脏,狭窄,adjectives,0,0,0,0,0,0,0,0,0,0,0
1217,每月,每周,adjectives,2,2,0,3,3,3,0,1,0,2,2
1218,完全必要,必须,adjectives,5,6,6,4,6,5,6,5,6,6,6
1219,轻松,强调,adjectives,0,0,0,0,0,0,0,0,0,0,0
1220,大规模,巨大,adjectives,4,1,5,3,5,4,3,5,3,0,1
1221,显著的,明显,adjectives,0,0,6,5,5,6,4,5,4,5,6
1222,狭窄,白色,adjectives,0,0,0,0,0,0,0,0,0,4,0
1223,否定,从不,adjectives,0,4,2,3,3,1,0,4,3,1,0
1224,沈闷,枯燥,adjectives,0,6,6,4,4,5,4,5,5,1,3
1225,容易,灵活,adjectives,0,0,2,1,0,2,0,0,0,0,0
1226,个人,亲密,adjectives,0,0,0,0,0,0,0,0,0,0,0
1227,覆盖着,穿着衣服的,adjectives,0,4,4,3,3,3,0,3,2,3,1
1228,和蔼,残酷,adjectives,0,0,0,0,0,0,0,0,0,0,0
1229,顽固,笨,adjectives,0,3,4,1,1,4,2,1,1,1,1
1230,新鲜,宽,adjectives,0,0,0,0,0,0,0,0,0,0,0
1231,粘人,缺乏信心,adjectives,0,0,0,0,0,0,0,0,0,1,0
1232,坏,不诚实,adjectives,0,2,2,2,0,0,0,0,0,1,2
1233,美丽,精彩,adjectives,4,3,4,4,4,5,2,4,3,3,1
1234,极好,棒,adjectives,6,5,6,5,5,6,6,6,6,4,6
1235,脏,淫贱,adjectives,0,3,0,3,0,0,0,0,0,1,0
1236,坚硬,强硬,adjectives,2,6,1,6,1,4,3,3,3,3,3
1237,尖,平滑,adjectives,0,0,0,2,0,0,0,0,0,0,0
1238,羞耻,幸运,adjectives,0,0,0,1,0,0,0,0,0,0,0
1239,无知,频繁,adjectives,0,0,0,1,0,0,0,0,0,0,0
1240,坏,伟大,adjectives,0,0,0,0,0,0,0,0,0,0,0
1241,中性,冷静,adjectives,0,0,0,0,0,2,0,0,0,0,0
1242,未预见到,意料之外,adjectives,4,6,5,6,5,4,5,6,6,5,5
1243,聪明,聪慧,adjectives,5,6,6,6,4,5,6,4,5,4,6
1244,不诚实,真实,adjectives,0,0,0,0,0,0,1,0,0,0,0
1245,狡猾,机灵,adjectives,0,0,4,3,4,0,1,2,3,2,3
1246,伟大,糟糕,adjectives,0,0,0,1,0,0,0,0,0,0,0
1247,极好,疯狂,adjectives,0,0,0,1,0,0,0,0,0,3,0
1248,辣,好,adjectives,0,0,0,0,0,0,0,0,0,0,0
1249,自由,无辜,adjectives,0,0,0,1,0,0,0,0,0,0,0
1250,僵硬,简单,adjectives,0,0,0,1,0,0,0,0,0,1,0
1251,温和,尖,adjectives,0,0,0,0,0,0,0,0,0,0,0
1252,坚硬,密度大,adjectives,0,5,6,3,1,4,0,2,3,4,0
1253,易损坏,冷淡,adjectives,0,0,0,0,0,0,0,0,0,0,0
1254,简单,容易,adjectives,4,6,6,6,6,4,2,4,3,3,3
1255,新,没用过,adjectives,3,0,5,3,5,5,2,5,3,4,5
1256,不同,正常,adjectives,0,0,0,0,0,0,0,0,0,0,0
1257,害怕,急,adjectives,0,0,0,1,0,0,0,0,0,1,0
1258,没有覆蓋的,覆盖着的,adjectives,0,0,0,2,0,0,0,0,0,0,0
1259,有攻击性的,粗鲁,adjectives,0,5,0,2,2,2,0,0,0,0,3
1260,友善,大方,adjectives,4,3,4,4,3,2,3,4,3,1,1
1261,强大,弱,adjectives,0,0,0,0,0,0,0,0,0,0,0
1262,乱,难看,adjectives,0,3,0,1,0,3,0,0,0,0,0
1263,伤心,有趣,adjectives,0,0,0,1,0,0,0,0,0,0,0
1264,害怕,紧张,adjectives,2,5,0,2,2,4,2,1,1,1,2
1265,困难,简单,adjectives,0,0,0,0,0,0,0,0,0,0,1
1266,弱,辣,adjectives,0,0,0,0,0,0,0,0,0,0,0
1267,大,柔韧,adjectives,0,0,0,1,0,0,0,0,0,2,0
1268,不需要,必须,adjectives,0,0,0,2,0,0,0,0,0,0,0
1269,严酷,残酷,adjectives,1,6,5,5,4,6,5,3,4,4,4
1270,无助,脆弱,adjectives,3,4,4,0,2,3,0,1,2,0,2
1271,轻松,冷静,adjectives,0,3,4,2,0,0,0,0,0,2,0
1272,坏,可怕,adjectives,0,3,0,0,2,2,0,0,0,0,0
1273,有礼貌,合乎体统,adjectives,3,5,4,4,4,2,3,5,5,4,3
1274,短小,矬小,adjectives,2,3,1,3,4,5,2,3,2,2,2
1275,开心,生气,adjectives,0,0,0,0,0,0,0,0,0,0,0
1276,不清楚,模糊,adjectives,3,6,5,5,5,0,4,5,5,4,4
1277,开心,高兴,adjectives,6,6,5,5,5,5,6,6,6,5,6
1278,温和,适中,adjectives,3,5,5,5,3,4,3,6,5,4,1
1279,电动,甜,adjectives,0,0,0,0,0,0,0,0,0,0,0
1280,未成形,制服,adjectives,0,0,0,0,0,0,0,0,0,0,0
1281,旧,新鲜,adjectives,0,0,0,2,0,0,0,0,0,0,0
1282,狡诈,靠不住的,adjectives,0,4,1,0,2,3,4,4,3,0,3
1283,自豪,伤心,adjectives,0,0,0,1,0,2,0,0,0,0,0
1284,难得,稀少,adjectives,3,5,5,4,2,4,5,5,5,4,3
1285,个人,私人,adjectives,4,4,6,6,3,4,3,5,5,4,3
1286,孩子气,傻,adjectives,3,1,5,3,4,5,2,3,2,2,2
1287,不耐烦,焦虑,adjectives,3,3,5,4,5,2,3,5,5,2,3
1288,频繁,平均,adjectives,0,0,0,2,0,2,0,0,0,1,0
1289,新,新鲜,adjectives,3,4,5,4,4,5,5,6,3,4,1
1290,小,巨大,adjectives,0,0,0,2,0,0,0,0,0,0,0
1291,粗鲁,大声,adjectives,3,4,0,4,3,4,3,4,4,1,3
1292,机械,电动,adjectives,5,0,0,1,5,3,2,4,2,0,5
1293,困难,容易,adjectives,0,0,0,2,0,0,0,0,0,0,0
1294,奇怪,正常,adjectives,0,0,0,2,0,0,0,0,0,0,0
1295,向外,进来,adjectives,0,0,0,0,0,0,0,0,0,1,0
1296,清洁,整齐,adjectives,3,0,4,5,3,0,4,5,4,2,3
1297,停,驾驶,verbs,0,0,0,1,0,0,0,0,0,0,0
1298,保护,帮助,verbs,0,0,5,2,2,2,0,0,0,1,0
1299,忘记,忽略,verbs,3,5,2,5,4,2,1,2,4,5,3
1300,瞄准,击中,verbs,4,2,0,3,1,4,0,1,3,1,2
1301,批评,讨厌,verbs,0,1,0,1,0,0,0,0,0,1,2
1302,走,进入,verbs,0,1,0,3,2,0,0,0,0,4,1
1303,徘徊,搜索,verbs,0,0,0,2,0,0,0,0,0,1,0
1304,依赖,依靠,verbs,5,0,6,6,4,5,5,3,5,3,3
1305,借,乞求,verbs,0,0,3,5,3,0,1,0,0,0,0
1306,离开,出现,verbs,0,0,0,0,0,0,0,0,0,0,0
1307,失去,失败,verbs,0,0,0,1,0,4,0,2,0,0,0
1308,限定,澄清,verbs,0,0,0,0,0,0,0,0,0,0,0
1309,描绘,决定,verbs,0,0,0,0,0,0,0,0,0,0,0
1310,了解,原谅,verbs,0,0,0,1,2,2,0,2,0,0,0
1311,接受,拒绝,verbs,0,0,0,0,0,0,0,0,0,0,0
1312,澄清,说明,verbs,4,3,5,3,3,2,4,5,4,2,4
1313,得出结论,决定,verbs,4,3,5,3,4,0,4,4,3,5,3
1314,收集,组织,verbs,0,0,0,4,2,0,0,0,3,1,2
1315,毁灭,做,verbs,0,0,0,0,0,2,0,0,0,0,0
1316,喝,吞,verbs,0,0,0,5,0,1,2,0,1,1,2
1317,收到,抓住,verbs,0,2,0,0,0,0,0,0,0,1,0
1318,使心烦,受伤,verbs,0,0,0,1,0,0,0,0,0,0,0
1319,跟随,追逐,verbs,2,1,4,3,1,2,3,6,4,4,1
1320,借,想要,verbs,0,0,0,2,0,1,0,0,0,0,0
1321,喜爱,讨厌,verbs,0,0,0,2,0,0,0,0,0,0,0
1322,走,卖,verbs,0,0,0,0,0,0,0,0,0,0,0
1323,骑,跑,verbs,0,2,0,1,0,1,0,0,0,0,0
1324,停,警告,verbs,0,0,0,0,0,0,0,0,0,1,0
1325,敬礼,演出,verbs,0,0,0,0,0,0,0,0,0,0,0
1326,吸收,退出,verbs,0,0,0,0,0,0,0,0,0,0,0
1327,作证,判断,verbs,0,0,0,0,0,2,0,0,0,0,0
1328,退出,拒绝,verbs,0,2,3,0,0,3,0,0,0,0,0
1329,检查,检查,verbs,5,4,5,5,4,5,5,5,5,4,5
1330,相信,感觉到,verbs,0,0,4,1,4,0,0,0,0,1,0
1331,腐烂,毁灭,verbs,4,3,0,3,3,4,3,4,3,2,0
1332,变成,似乎,verbs,0,0,0,1,0,2,0,0,0,0,0
1333,煮,失去,verbs,0,0,0,0,0,0,0,0,0,0,0
1334,埋葬,死,verbs,2,4,0,2,1,4,0,3,5,0,2
1335,呼吸,呛,verbs,0,2,0,3,0,0,0,0,0,0,2
1336,发现,起源,verbs,0,0,0,1,0,2,0,0,0,0,0
1337,休会,完成,verbs,0,0,0,2,0,0,0,0,0,0,0
1338,解释,证明,verbs,2,3,4,3,5,4,4,5,4,1,1
1339,运送,携带,verbs,3,0,4,3,5,1,0,2,3,2,3
1340,找到,消失,verbs,0,0,0,0,0,0,0,0,0,0,0
1341,停,哨,verbs,0,0,0,0,0,0,0,0,0,0,0
1342,开始,走,verbs,0,0,0,1,0,0,0,0,0,1,0
1343,离开,徘徊,verbs,0,0,0,0,0,1,0,0,0,0,0
1344,给予,借,verbs,2,2,2,2,2,2,2,3,1,2,3
1345,告诉,提醒,verbs,3,3,4,4,4,3,0,3,3,1,4
1346,学习,教育,verbs,3,5,2,3,2,0,3,3,2,0,2
1347,驱逐,离开,verbs,3,6,0,3,1,2,1,3,2,1,4
1348,付款,款待,verbs,0,1,0,1,0,0,0,0,0,0,0
1349,装作,描绘,verbs,0,0,0,0,0,0,0,0,0,0,0
1350,分数,评分,verbs,4,1,0,3,4,5,4,5,3,1,2
1351,走,来,verbs,0,1,0,2,2,0,0,0,0,0,0
1352,收藏,保存,verbs,3,6,5,5,5,6,3,5,5,3,4
1353,咬,搏斗,verbs,0,2,4,1,3,3,0,3,2,0,1
1354,说谎,装作,verbs,4,4,3,3,5,0,0,1,3,1,1
1355,认识到,发现,verbs,5,6,4,5,5,0,5,3,5,4,0
1356,争论,说服,verbs,2,4,4,3,2,2,0,3,2,1,2
1357,煮沸,炒,verbs,0,4,0,3,0,0,0,0,0,0,1
1358,赦免,原谅,verbs,0,5,4,6,5,5,2,5,4,4,2
1359,生活,生存,verbs,3,3,1,3,2,5,0,3,3,2,2
1360,实现,尝试,verbs,0,0,0,0,5,3,0,0,0,1,0
1361,拒绝,谢绝,verbs,5,6,6,6,4,6,2,3,3,5,2
1362,失败,依靠,verbs,0,0,0,1,0,1,0,0,0,0,0
1363,抖动,搅拌,verbs,4,1,0,3,2,3,2,1,3,0,2
1364,拖着脚走,骑,verbs,0,0,0,0,0,0,0,0,0,0,0
1365,空出,驱逐,verbs,0,0,0,3,0,2,0,0,0,0,0
1366,同意,不同意,verbs,0,0,0,2,0,2,0,0,0,0,0
1367,得到,留,verbs,0,1,0,0,0,0,0,0,0,0,0
1368,搏斗,杀,verbs,0,5,0,3,2,3,0,0,0,0,1
1369,同意,不同,verbs,0,0,0,0,0,0,0,0,0,0,0
1370,带来,恢复,verbs,0,1,0,0,0,0,0,0,0,0,0
1371,拿,离开,verbs,0,0,0,0,0,0,0,0,0,0,0
1372,安排,需要,verbs,0,0,0,0,0,0,0,0,0,0,0
1373,尝试,想,verbs,0,0,0,1,2,3,0,0,0,0,0
1374,撕开,穿,verbs,0,0,0,0,2,0,0,0,0,0,0
1375,分析,评估,verbs,4,6,4,6,5,6,3,4,5,3,3
1376,团结,结婚,verbs,0,2,0,2,0,3,0,0,0,0,0
1377,聚集,见面,verbs,0,0,0,0,2,3,0,0,0,1,1
1378,发光,照耀,verbs,4,6,4,5,4,5,3,2,3,3,2
1379,连接,加入,verbs,0,0,0,4,2,4,0,0,0,0,0
1380,离开,忽略,verbs,0,1,0,0,0,3,0,0,0,0,0
1381,责怪,指控,verbs,4,2,4,4,4,5,3,2,2,3,4
1382,探索,发现,verbs,4,2,4,4,3,4,1,3,2,2,2
1383,想,选择,verbs,0,0,0,1,0,4,0,0,0,1,2
1384,拿,获得,verbs,4,3,5,4,5,5,2,3,4,1,2
1385,读,咬,verbs,0,0,0,0,0,0,0,0,0,0,0
1386,听,服从,verbs,3,0,4,3,2,3,4,5,5,2,1
1387,拆除,摔碎,verbs,0,0,0,2,2,2,0,0,0,1,0
1388,出席,到达,verbs,3,2,0,3,3,3,5,6,5,3,1
1389,假设,预测,verbs,5,5,4,5,5,5,5,5,5,4,5
1390,搂抱,拥抱,verbs,4,5,6,6,4,6,6,5,6,3,6
1391,安排,组织,verbs,0,0,0,0,5,0,0,0,0,3,1
1392,获得,偷,verbs,0,1,3,3,2,3,0,0,2,0,0
1393,拒绝,谴责,verbs,0,2,0,0,0,0,0,0,0,0,0
1394,创建,潜水,verbs,0,0,0,0,0,0,0,0,0,0,0
1395,偷,购买,verbs,0,0,0,2,0,2,0,0,2,0,0
1396,死,分化,verbs,0,0,0,0,0,3,0,0,0,0,0
1397,问,求情,verbs,0,0,0,1,0,2,0,0,0,0,0
1398,发送,出席,verbs,0,0,0,0,0,0,0,0,0,0,0
1399,拿,夺取,verbs,5,2,2,4,5,4,1,2,2,2,1
1400,困扰,恐吓,verbs,0,3,0,0,2,0,0,0,0,1,0
1401,了解,听,verbs,0,0,0,3,0,4,3,2,2,1,0
1402,搜索,找,verbs,5,5,5,5,6,5,4,5,5,4,4
1403,打败,赢,verbs,4,5,3,4,5,5,5,6,6,3,3
1404,运输,电梯,verbs,0,0,0,0,3,4,0,1,3,2,3
1405,担心,浪费,verbs,0,0,0,0,0,0,0,0,0,0,0
1406,擦亮,知会,verbs,0,0,0,0,0,0,0,0,0,0,0
1407,给予,拒绝,verbs,0,0,0,0,0,0,0,0,0,0,0
1408,争论,需求,verbs,0,0,0,0,0,3,0,0,0,0,0
1409,搜索,查询,verbs,4,6,5,4,3,4,4,5,4,3,1
1410,加入,加,verbs,5,4,5,5,0,5,4,6,5,1,1
1411,使灰心,使气馁,verbs,5,6,6,3,5,3,5,6,5,5,3
1412,拯救,救援,verbs,5,5,6,4,5,6,4,6,5,3,3
1413,杀,掐死,verbs,3,5,5,5,5,5,3,5,5,5,3
1414,成为,出现,verbs,0,0,0,0,0,0,0,0,4,0,0
1415,拿,交付,verbs,0,0,0,1,0,1,0,0,0,0,0
1416,混合,喝,verbs,0,0,0,0,0,0,0,0,0,0,0
1417,倒,滴,verbs,0,1,0,2,0,3,0,0,2,0,0
1418,减少,降落,verbs,0,0,0,0,0,2,0,0,0,0,0
1419,假设,装作,verbs,5,1,2,1,3,4,1,2,3,0,3
1420,选择,挑选,verbs,0,3,5,5,3,5,2,4,5,2,5
1421,守规矩,服从,verbs,4,6,5,4,4,5,5,5,3,1,2
1422,加,建立,verbs,0,1,0,3,4,3,0,0,0,0,0
1423,选择,选举,verbs,3,3,4,1,2,5,0,4,5,1,2
1424,混合,溶解,verbs,0,1,1,2,0,2,0,0,0,0,0
1425,失去,减去,verbs,1,2,1,2,5,4,0,2,2,1,0
1426,接受,谢绝,verbs,0,0,0,2,0,2,0,0,0,0,0
1427,恳求,乞求,verbs,5,3,4,5,3,6,3,4,5,2,4
1428,扼杀,拥抱,verbs,0,0,0,0,0,0,0,0,0,0,0
1429,淋透,减少,verbs,0,0,0,0,0,0,0,0,0,0,0
1430,得到,放,verbs,0,0,0,0,0,0,0,0,0,0,0
1431,带来,抱怨,verbs,0,0,0,1,0,1,0,0,0,0,0
1432,竞争,完成,verbs,0,0,0,0,0,0,0,0,0,0,0
1433,订婚,结婚,verbs,3,4,0,3,2,4,0,0,2,3,5
1434,抱怨,争论,verbs,0,5,4,2,2,4,0,2,2,0,2
1435,来,出席,verbs,3,0,0,3,5,3,5,4,5,5,2
1436,开始,戒除,verbs,0,0,0,0,0,0,0,0,0,0,0
1437,失去,保持,verbs,0,0,0,1,0,1,0,0,0,0,0
1438,达到,完成,verbs,0,0,1,4,3,5,5,5,4,4,5
1439,煮,炒,verbs,0,1,0,1,0,1,0,0,0,0,2
1440,欠,借,verbs,0,0,0,2,0,2,0,0,0,0,0
1441,拒绝,避免,verbs,0,5,0,2,3,2,0,1,3,1,0
1442,给予,借,verbs,2,2,3,3,2,2,2,3,2,2,3
1443,准许,赞成,verbs,0,6,5,5,5,5,3,3,4,3,3
1444,说话,低语,verbs,2,5,4,3,3,3,4,3,3,1,2
1445,暂停,等待,verbs,0,5,2,3,3,3,2,3,3,2,0
1446,给,放,verbs,0,0,0,0,3,0,0,0,0,0,0
1447,调查,检查,verbs,4,5,1,3,3,5,0,2,3,1,4
1448,拿,收到,verbs,0,0,1,3,4,3,0,2,3,1,1
1449,寻求,搜索,verbs,4,4,2,3,3,3,4,6,4,2,4
1450,练习,重复,verbs,0,0,4,2,2,2,2,2,3,1,1
1451,保护,防御,verbs,2,5,5,5,5,5,4,3,4,3,3
1452,惩罚,服从,verbs,0,0,0,1,0,1,0,0,0,0,0
1453,加入,获得,verbs,0,1,0,0,0,0,0,0,0,0,0
1454,学习,听,verbs,0,0,0,2,0,3,0,0,0,1,0
1455,听,听见,verbs,5,6,6,5,5,5,3,3,4,1,4
1456,声明放弃,压抑,verbs,0,0,0,0,0,0,0,0,0,0,0
1457,聚集,收集,verbs,4,5,4,4,1,4,0,2,5,0,1
1458,成长,增加,verbs,0,0,0,2,1,4,0,0,0,3,0
1459,同意,争论,verbs,0,0,0,2,0,2,0,0,0,0,0
1460,掌握,理解,verbs,4,6,5,4,5,4,4,6,5,4,0
1461,争论,辩解,verbs,4,5,5,4,3,4,4,4,3,3,3
1462,掩盖,埋葬,verbs,5,2,4,3,2,3,0,2,2,4,0
1463,离开,走开,verbs,5,3,5,5,3,5,3,6,5,2,3
1464,断绝亲子关系,疏忽,verbs,0,0,0,0,0,0,0,0,0,0,0
1465,争论,不同,verbs,0,0,0,0,0,3,0,0,0,0,0
1466,乘,除,verbs,0,1,0,2,0,2,0,0,0,0,1
1467,理解,满足,verbs,0,2,0,1,0,1,1,0,0,0,0
1468,走,发送,verbs,0,0,0,0,0,0,0,0,0,1,0
1469,定位,找到,verbs,0,2,0,0,0,3,1,0,0,1,2
1470,打印,忽略,verbs,0,0,0,0,0,0,0,0,0,0,0
1471,努力,阻碍,verbs,0,0,0,0,0,0,0,0,0,0,0
1472,描绘,通知,verbs,0,0,0,0,0,0,0,0,0,0,0
1473,获得,得到,verbs,4,5,6,6,5,6,3,6,5,3,3
1474,否认,说谎,verbs,0,0,0,1,2,3,1,0,0,0,0
1475,羞辱,安慰,verbs,0,0,0,1,0,1,0,0,0,0,0
1476,乞求,问,verbs,0,1,2,2,0,3,0,0,0,1,0
1477,杀,毁灭,verbs,5,0,2,4,3,4,2,5,5,4,2
1478,裂开,分离,verbs,4,3,4,5,5,5,0,3,3,1,2
1479,禁止,停止,verbs,5,3,4,5,3,5,0,4,2,1,2
1480,责怪,推,verbs,0,0,0,1,0,3,0,0,0,0,0
1481,闻,溺爱,verbs,0,0,0,0,0,0,0,0,0,0,0
1482,欺骗,作弊,verbs,4,0,4,3,3,3,3,2,4,1,3
1483,逮捕,怀疑,verbs,0,0,0,0,0,4,0,0,0,0,0
1484,吸收,拥有,verbs,0,0,0,0,0,3,0,2,0,0,0
1485,接受,拒绝,verbs,1,0,0,0,1,1,1,1,0,0,0
1486,编织,移动,verbs,0,0,0,0,0,0,0,0,0,0,0
1487,打扰,加剧,verbs,0,0,0,0,0,0,0,0,0,0,0
1488,做,戒除,verbs,0,0,0,0,0,0,0,0,0,0,0
1489,同意,接受,verbs,4,3,5,5,3,5,4,3,4,2,3
1490,知道,理解,verbs,5,4,5,4,4,4,5,2,4,3,2
1491,拿,拥有,verbs,0,0,0,0,0,3,0,0,1,0,0
1492,崇拜,敬佩,verbs,5,5,4,5,5,5,4,3,5,4,5
1493,同意,使满意,verbs,2,5,1,2,3,2,0,4,2,0,1
1494,做,建造,verbs,5,3,3,0,5,0,4,3,3,0,1
1495,选举,拒绝,verbs,0,0,0,0,0,0,0,0,0,0,0
1496,摔碎,打碎,verbs,3,6,4,5,4,5,3,3,4,2,4
1497,做,成为,verbs,0,3,0,3,5,4,4,3,2,0,1
1498,毁灭,建造,verbs,0,0,0,2,0,2,0,0,0,0,0
1499,毁灭,保留,verbs,0,0,0,1,0,1,0,0,0,0,0
1500,让,允许,verbs,4,3,4,4,4,4,5,3,2,2,3
1501,冲洗,洗,verbs,5,5,6,5,5,5,5,5,4,1,5
1502,给,知道,verbs,0,0,0,0,0,0,0,0,0,0,0
1503,退休,退出,verbs,0,4,1,3,3,3,0,1,3,1,1
1504,交易,卖,verbs,3,3,3,3,3,3,3,3,3,2,2
1505,忘记,学习,verbs,0,0,0,0,0,0,0,0,0,0,0
1506,建议,推荐,verbs,0,5,5,4,4,4,5,6,5,3,2
1507,跛行,步行,verbs,4,3,3,3,2,3,2,3,3,1,1
1508,讨厌,蔑视,verbs,4,6,4,2,3,4,3,2,3,1,1
1509,想,决定,verbs,0,0,0,1,0,3,0,0,0,1,0
1510,减少,收缩,verbs,4,0,4,4,4,5,4,3,5,1,2
1511,爬,远足,verbs,0,0,0,2,2,2,0,0,0,0,0
1512,啜,大口地吃,verbs,0,0,0,1,0,1,0,0,2,0,0
1513,获得,取得,verbs,4,5,5,6,5,6,3,4,5,1,3
1514,坠落,伤害,verbs,0,0,0,0,2,4,0,0,0,0,0
1515,捏,用拳猛击,verbs,0,0,0,2,0,2,0,0,0,0,0
1516,问,祈祷,verbs,0,0,0,2,0,3,0,0,0,1,0
1517,给,允许,verbs,0,0,0,3,0,4,0,3,0,1,0
1518,忽略,避免,verbs,0,0,0,0,0,0,0,0,0,0,0
1519,离开,遇见,verbs,0,0,0,2,0,2,0,0,0,0,0
1520,假设,预测,verbs,5,4,5,5,4,5,5,4,5,4,5
1521,收割,获得,verbs,4,0,4,3,5,3,0,3,4,1,1
1522,欲望,想要,verbs,4,4,5,5,5,5,4,3,5,3,3
1523,得罪,打扰,verbs,1,2,4,2,1,4,0,2,2,3,0
1524,沉思,想,verbs,4,4,5,4,3,4,4,3,3,4,2
1525,接受,推荐,verbs,0,0,0,0,0,3,0,0,0,0,0
1526,付款,购买,verbs,5,3,6,3,1,4,0,2,3,3,1
1527,混合,联合,verbs,5,0,0,3,3,3,0,2,1,0,1
1528,发送,收到,verbs,0,2,0,2,0,2,0,0,0,0,1
1529,创建,想像,verbs,0,0,1,3,0,3,0,0,0,0,1
1530,实现,成功,verbs,4,0,0,2,3,2,0,3,5,1,2
1531,想,合理的解释,verbs,0,0,0,2,0,2,0,0,0,0,0
1532,保持,给,verbs,0,2,0,0,0,0,0,0,0,0,0
1533,说话,听见,verbs,0,0,0,2,0,2,0,0,0,0,1
1534,允许,反驳,verbs,0,0,0,0,0,0,0,0,0,0,0
1535,满足,使满意,verbs,6,6,6,4,5,4,5,6,5,0,2
1536,走,允许,verbs,0,0,0,0,0,0,0,0,0,0,0
1537,喝,啜,verbs,1,0,0,4,2,5,0,3,3,0,1
1538,控制,停止,verbs,0,0,0,1,0,1,0,0,0,1,0
1539,开始,起源,verbs,5,5,5,5,3,5,0,3,5,5,2
1540,成功,尝试,verbs,0,0,0,0,0,3,0,0,0,0,0
1541,搏斗,不同意,verbs,0,0,0,0,0,0,0,0,0,0,0
1542,进入,欠,verbs,0,0,0,0,0,0,0,0,0,0,0
1543,加入,结婚,verbs,0,0,0,0,0,3,0,0,0,0,0
1544,减少,限制,verbs,3,4,4,2,3,2,0,3,2,4,0
